"Date","Permit Number","Status","Record Type","Project Name","Address","Expiration Date","Created By","Short Notes",
"12/02/2025","PB25-16579","Issued","Residential New Building Permit","Bureau Veritas","609 BROWN BUCK AVE, Fort Worth TX 76247 United States",,"Adriana Perez",,
"12/02/2025","PB25-16584","Approved","Residential New Building Permit","METRO CODE","16416 PIPESTEM DR, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/02/2025","PB25-16586","Plan Review","Residential New Building Permit","METRO CODE","9316 MEADOWFIELD RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16587","Plan Review","Residential New Building Permit","METRO CODE","2808 REUTER AVE, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16588","Plan Review","Residential New Building Permit","METRO CODE","9320 MEADOWFIELD RD, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16589","Plan Review","Residential New Building Permit","METRO CODE","2965 SERENITY GROVE LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16592","Plan Review","Residential New Building Permit","METRO CODE","10213 REGAL BEND LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16593","Plan Review","Residential New Building Permit","METRO CODE","10217 REGAL BEND LN, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16594","Plan Review","Residential New Building Permit","METRO CODE","9113 SILENT MANOR DR, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16595","Plan Review","Residential New Building Permit","METRO CODE","2921 HOLLY HAVEN WAY, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16597","Plan Review","Residential New Building Permit","METRO CODE","17229 OXBOROUGH DR, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/02/2025","PB25-16598","Plan Review","Residential New Building Permit","METRO CODE","17145 OXBOROUGH DR, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/02/2025","PB25-16599","Plan Review","Residential New Building Permit","METRO CODE","605 ROSEMALLOW WAY, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/02/2025","PB25-16601","Plan Review","Residential New Building Permit","2101 Mc Kenzie LOT A","2101 MC KENZIE ST, BLDG Lot A, Fort Worth TX 76105",,"FreshSoil",,
"12/02/2025","PB25-16604","Plan Review","Residential New Building Permit","METRO CODE","8257 BUFFLEHEAD DR, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16606","Plan Review","Residential New Building Permit","METRO CODE","8261 BUFFLEHEAD DR, Fort Worth TX 76179 United States",,"April Wheeler",,
"12/02/2025","PB25-16607","Plan Review","Residential New Building Permit","METRO CODE","848 MOUNTAIN ALOE DR, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/02/2025","PB25-16611","Plan Review","Residential New Building Permit","METRO CODE","4717 HARLEQUIN DR, Fort Worth TX 76179",,"April Wheeler",,
"12/02/2025","PB25-16613","Plan Review","Residential New Building Permit","RIS-2919 N HOUSTON ST- 3RS HOMES","2919 N HOUSTON ST, Fort Worth TX 76106",,"Christina Parra",,
"12/02/2025","PB25-16615","Plan Review","Residential New Building Permit","METRO CODE","4725 HARLEQUIN DR, Fort Worth TX 76179",,"April Wheeler",,
"12/02/2025","PB25-16616","Plan Review","Residential New Building Permit","METRO CODE","4721 HARLEQUIN DR, Fort Worth TX 76179",,"April Wheeler",,
"12/02/2025","PB25-16617","Plan Review","Residential New Building Permit","METRO CODE","4705 HARLEQUIN DR, Fort Worth TX 76179",,"April Wheeler",,
"12/02/2025","PB25-16620","Plan Review","Residential New Building Permit","METRO CODE","4709 HARLEQUIN DR, Fort Worth TX 76179",,"April Wheeler",,
"12/02/2025","PB25-16621","Approved","Residential New Building Permit","METRO CODE","16417 PIPESTEM DR, Fort Worth TX 76247 United States",,"April Wheeler",,
"12/02/2025","PB25-16743","Plan Review","Residential New Building Permit","K. Hovnanian Homes","1713 SOMERIES CT, Fort Worth TX 76052 United States",,"Lexi Martinez",,
"12/01/2025","PB25-16505","Plan Review","Residential New Building Permit","2552 S University Dr","2552 S UNIVERSITY DR, BLDG 2552/2554, Fort Worth TX 76109",,"tjohnson@westriverhomes.net",,
"12/01/2025","PB25-16504","Plan Review","Residential New Building Permit","PEDRO RODRIGUEZ","2520 BRUCE ST, Fort Worth TX 76111 United States",,"citycode",,
"12/01/2025","25TMP-099566",,"Residential New Building Permit","DAVID PUGA","3209 N PECAN ST, Fort Worth TX 76106 United States",,"citycode",,
"12/01/2025","PB25-16585","Plan Review","Residential New Building Permit","TRINITY HABITAT FOR HUMANITY-1726 S Main St","1726 S MAIN ST, Fort Worth TX 76110 United States",,"Tina Green",,
"12/01/2025","PB25-16581","Plan Review","Residential New Building Permit","TRINITY HABITAT FOR HUMANITY-1724 S MAIN ST","1724 S MAIN ST, Fort Worth TX 76110 United States",,"Tina Green",,
"12/01/2025","PB25-16521","Plan Review","Residential New Building Permit","DFH-COVENTRY HOMES","1004 MUMMS FIELD DR, Fort Worth TX 76247 United States",,"Stacie Hamby",,
"12/01/2025","PB25-16517","Issued","Residential New Building Permit","RIS-813 SPRINGBROOK DR-BLUE CYPRESS","813 SPRINGBROOK DR, Fort Worth TX 76107",,"Christina Parra",,
"12/01/2025","PB25-16516","Awaiting Client Reply","Residential New Building Permit","TRINITY HABITAT FOR HUMANITY-1722 S MAIN ST","1722 S MAIN ST, Fort Worth TX 76110 United States",,"Tina Green",,
"12/01/2025","PB25-16513","Awaiting Client Reply","Residential New Building Permit","TRINITY HABITAT FOR HUMANITY-1720 S Main St","1720 S MAIN ST, Fort Worth TX 76110 United States",,"Tina Green",,
"12/01/2025","PB25-16512","Awaiting Client Reply","Residential New Building Permit","DFH-COVENTRY HOMES","4500 BLUE MIST DR, Fort Worth TX 76036",,"Stacie Hamby",,
"12/01/2025","PB25-16508","Plan Review","Residential New Building Permit","7636 Trailridge Dr","7636 TRAILRIDGE DR, Fort Worth TX 76179",,"tjohnson@westriverhomes.net",,
"12/01/2025","PB25-16507","Plan Review","Residential New Building Permit","GRAHAM HART HOME BUILDER","6717 SERENITY DR, Fort Worth TX 76135 United States",,"Stacie Hamby",,
"12/01/2025","PB25-16500","Plan Review","Residential New Building Permit","GRAHAM HART HOME BUILDER","6713 SERENITY DR, Fort Worth TX 76135 United States",,"Stacie Hamby",,
"12/01/2025","PB25-16497","Plan Review","Residential New Building Permit","RIS-1701 OPACA DR-M/I HOMES","1701 OPACA DR, Fort Worth TX 76131 United States",,"Christina Parra",,
"12/01/2025","PB25-16495","Plan Review","Residential New Building Permit","GRAHAM HART HOME BUILDER","6705 SERENITY DR, Fort Worth TX 76135 United States",,"Stacie Hamby",,
"12/01/2025","PB25-16492","Plan Review","Residential New Building Permit","GRAHAM HART HOME BUILDER","6704 MANORVILLE DR, Fort Worth TX 76135 United States",,"Stacie Hamby",,
"12/01/2025","PB25-16489","Plan Review","Residential New Building Permit","Bureau Veritas","625 BROWN BUCK AVE, Fort Worth TX 76247 United States",,"Adriana Perez",,
"12/01/2025","PB25-16487","Plan Review","Residential New Building Permit","Bureau Veritas","621 BROWN BUCK AVE, Fort Worth TX 76247 United States",,"Adriana Perez",,
"12/01/2025","PB25-16484","Plan Review","Residential New Building Permit","GRAHAM HART HOME BUILDER","4633 COMMACK DR, Fort Worth TX 76135 United States",,"Stacie Hamby",,
"12/01/2025","PB25-16481","Plan Review","Residential New Building Permit","METRO CODE","949 BANDON DUNES DR, Fort Worth TX 76028 United States",,"April Wheeler",,
"12/01/2025","PB25-16478","Plan Review","Residential New Building Permit","GRAHAM HART HOME BUILDER","4628 COMMACK DR, Fort Worth TX 76135 United States",,"Stacie Hamby",,
"12/01/2025","PB25-16475","Plan Review","Residential New Building Permit","GRAHAM HART HOME BUILDER","4632 COMMACK DR, Fort Worth TX 76135 United States",,"Stacie Hamby",,
"12/01/2025","PB25-16474","Plan Review","Residential New Building Permit","METRO CODE","748 BRIGHTSTAR DR, Fort Worth TX 76008 United States",,"April Wheeler",,
"12/01/2025","PB25-16473","Plan Review","Residential New Building Permit","METRO CODE","744 BRIGHTSTAR DR, Fort Worth TX 76008 United States",,"April Wheeler",,
"12/01/2025","PB25-16469","Awaiting Client Reply","Residential New Building Permit","GRAHAM HART HOME BUILDER","4620 COMMACK DR, Fort Worth TX 76135 United States",,"Stacie Hamby",,
